utc,monotonic_seconds,disk,read_bytes_per_second,write_bytes_per_second,idle_percent,active_percent,raw_disk_time_percent,queue_length,cpu_percent
2026-09-13T01:43:04.0049254Z,281.2311382,0 E:,0,614021,4,96,1,1,19
2026-09-13T01:43:04.0049254Z,281.2311382,1 D: C:,955369,58089687,90,10,10,0,19
2026-09-13T01:43:06.5658286Z,283.7924996,0 E:,0,358523,1,99,1,1,13
2026-09-13T01:43:06.5658286Z,283.7924996,1 D: C:,1466685,55734032,96,4,4,0,13
2026-09-13T01:43:09.1979296Z,286.42406539999996,0 E:,0,420097,4,96,2,1,20
2026-09-13T01:43:09.1979296Z,286.42406539999996,1 D: C:,0,15559,99,1,0,0,20
2026-09-13T01:43:11.7631508Z,288.9893605,0 E:,0,679747,23,77,1,1,18
2026-09-13T01:43:11.7631508Z,288.9893605,1 D: C:,0,226582,99,1,0,0,18
2026-09-13T01:43:14.3651135Z,291.5913561,0 E:,0,615580,24,76,1,1,18
2026-09-13T01:43:14.3651135Z,291.5913561,1 D: C:,0,473523,98,2,0,0,18
2026-09-13T01:43:16.9365593Z,294.1632293,0 E:,0,677959,4,96,1,1,13
2026-09-13T01:43:16.9365593Z,294.1632293,1 D: C:,0,47299,99,1,0,0,13
2026-09-13T01:43:19.5109993Z,296.7372927,0 E:,0,748944,5,95,1,1,16
2026-09-13T01:43:19.5109993Z,296.7372927,1 D: C:,0,31869,100,0,0,0,16
2026-09-13T01:43:22.0929633Z,299.3188805,0 E:,0,727984,5,95,1,1,18
2026-09-13T01:43:22.0929633Z,299.3188805,1 D: C:,0,30978,99,1,0,0,18
2026-09-13T01:43:24.6716217Z,301.89805659999996,0 E:,0,633048,2,98,1,1,15
2026-09-13T01:43:24.6716217Z,301.89805659999996,1 D: C:,239371,31652,99,1,0,0,15
2026-09-13T01:43:27.2924473Z,304.5183589,0 E:,0,68762573,0,100,261,1,14
2026-09-13T01:43:27.2924473Z,304.5183589,1 D: C:,0,32435,99,1,0,0,14
2026-09-13T01:43:29.8693531Z,307.0958299,0 E:,0,806720,8,92,1,1,17
2026-09-13T01:43:29.8693531Z,307.0958299,1 D: C:,0,20927287,98,2,1,0,17
2026-09-13T01:43:32.4328702Z,309.6589358,0 E:,0,762189,5,95,1,1,25
2026-09-13T01:43:32.4328702Z,309.6589358,1 D: C:,0,21244014,98,2,1,0,25
2026-09-13T01:43:35.0036711Z,312.2295332,0 E:,0,318237,2,98,1,1,23
2026-09-13T01:43:35.0036711Z,312.2295332,1 D: C:,0,0,99,1,0,0,23
2026-09-13T01:43:37.5570276Z,314.7827881,0 E:,0,370334,1,99,1,1,26
